,node1,n1_isTP1_dnb,n1_isTP2_dnb,node2,n2_isTP1_dnb,n2_isTP2_dnb,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12
CSPG4_HSPG2,CSPG4,,,HSPG2,1,,1,,,1,,,,1,,,1,1
IMP4_RPSA,IMP4,1,,RPSA,1,1,1,,,,,,1,,,,,1
POLR2D_SNAPC4,POLR2D,1,1,SNAPC4,1,,1,,,,,,,,,,,
CDC45_PCNA,CDC45,1,,PCNA,1,1,1,,,,,,,,,,,
DDX5_PRPF19,DDX5,1,,PRPF19,,,1,1,1,,,,,,,,,
NUP43_SGO1,NUP43,1,,SGO1,1,,1,,,,,,,,,,,
EIF4A3_NUP43,EIF4A3,1,,NUP43,1,,1,1,1,,,,,,,,,
BYSL_MAK16,BYSL,1,,MAK16,1,,1,,,,,,,,,,,
MRPL33_RPL5,MRPL33,,,RPL5,,,1,1,1,,,,,1,,,,
FBXO9_KLHL2,FBXO9,1,1,KLHL2,1,,1,,,1,1,1,,1,,1,,1
IFT43_TRAF3IP1,IFT43,,,TRAF3IP1,,,1,1,,,,,,1,,,,
CPSF3_PPP1CA,CPSF3,1,1,PPP1CA,,,1,,,,,1,1,1,,1,,1
SNRPG_SRSF3,SNRPG,1,,SRSF3,1,,1,,,,,,,1,1,,,
NOC3L_RPF2,NOC3L,1,,RPF2,1,,1,1,,,,,,,,,,
FGFR3_GRB2,FGFR3,,,GRB2,1,1,1,1,1,,,1,,1,,,,1
IPO4_KPNB1,IPO4,,,KPNB1,1,,1,,1,1,1,,,,,,1,
CKAP5_STAG1,CKAP5,1,,STAG1,1,,1,,,,,,,,,,,
AMPH_FCHO1,AMPH,1,1,FCHO1,1,1,1,,,,,,,1,1,1,,1
NIFK_UTP4,NIFK,1,,UTP4,1,,1,,,1,1,1,1,,,,1,
ESR1_NCOA1,ESR1,1,1,NCOA1,,,1,1,,,,,1,1,,1,,
RNF123_RNF220,RNF123,,1,RNF220,,,1,,,,,1,1,1,,,,
RBBP8_UBE2N,RBBP8,1,,UBE2N,1,1,1,,,1,,,,1,,,,1
EXOSC2_UTP14A,EXOSC2,1,,UTP14A,1,1,1,,,,,,,,,,,
MCM8_POLA1,MCM8,1,,POLA1,1,,1,,,,,,,,,,,1
MAPRE1_RAD21,MAPRE1,1,,RAD21,1,,1,1,,,,,,,,,,
APP_TRH,APP,1,,TRH,,,1,,1,,,,,,1,,,1
COL18A1_ITGB1,COL18A1,1,1,ITGB1,,1,1,,1,,1,,,,,,,
CDC6_POLA1,CDC6,1,,POLA1,1,,1,1,1,,,1,1,,,,,1
PIK3R3_PIP5KL1,PIK3R3,,,PIP5KL1,,,1,1,,1,,1,,,1,,,1
DDX23_PCF11,DDX23,,,PCF11,,,1,1,1,,,,,1,,,,
ITGB4_PRKCA,ITGB4,1,,PRKCA,1,1,1,1,1,,,,,,,,,
RAD21_SMC1A,RAD21,1,,SMC1A,,1,1,,,,,1,,,,,,
EXOSC9_UTP20,EXOSC9,1,,UTP20,1,,1,,1,,,,,,,,,
FAS_MAP3K5,FAS,,,MAP3K5,,,1,,,,,1,,,,,,
PTBP1_SF3B3,PTBP1,,,SF3B3,1,,1,1,1,,,,,,,,,
ANXA1_CXCR1,ANXA1,1,,CXCR1,1,1,1,1,1,,,1,1,1,1,1,1,1
MCM8_POLE4,MCM8,1,,POLE4,1,,1,,,,,,,1,,,,
CPSF4_HNRNPM,CPSF4,1,,HNRNPM,1,1,1,,1,,,,,,,,,
HNRNPD_PQBP1,HNRNPD,1,1,PQBP1,1,1,1,1,1,1,,,1,1,1,,,1
CHST2_LUM,CHST2,,,LUM,,,1,1,,,,,,,,,,1
MRPL11_RPS15,MRPL11,1,1,RPS15,1,1,1,,,,,,,1,,,,
CENPQ_KIF2A,CENPQ,1,,KIF2A,1,,1,,,,,,,,,1,,
EIF5B_RPS9,EIF5B,,,RPS9,1,1,1,,1,,,,,,,,1,
HNRNPUL1_SF3B4,HNRNPUL1,1,,SF3B4,1,,1,1,,,,,,,,,,1
MTA2_TTF1,MTA2,1,,TTF1,1,1,1,,,,,,,1,,,,
DCAF1_FBXW8,DCAF1,,1,FBXW8,1,1,1,,,,,,,,,,,1
CUL3_SOCS1,CUL3,1,1,SOCS1,1,1,1,,,,,,,,,,,
EIF4A3_PRPF4,EIF4A3,1,,PRPF4,1,,1,1,1,,1,,,,,,1,
RPL9_RPS27,RPL9,,1,RPS27,,1,1,,1,,,,,1,,,,
APP_P2RY4,APP,1,,P2RY4,,,1,,1,,,,,1,,,,1
COL17A1_ITGA6,COL17A1,,,ITGA6,,,1,1,,1,,,,,,,1,
DHFR_MTR,DHFR,,,MTR,,,1,1,,,1,,,,1,1,,
TGS1_TRIB3,TGS1,,,TRIB3,1,,1,1,1,,,,,,,,,
RNF144B_SMURF2,RNF144B,1,,SMURF2,1,1,1,,1,,,,,,,,,
GNA11_PRKCA,GNA11,,,PRKCA,1,1,1,1,1,1,,,,1,,,,1
BMS1_FBL,BMS1,1,1,FBL,1,1,1,,1,,,,,1,,,,
NME7_POLR3H,NME7,1,,POLR3H,1,,1,,,,,,,,,,,
CTBP2_RUNX1,CTBP2,,,RUNX1,1,,1,1,1,,,,,,,,,
BUB3_KIF18A,BUB3,1,1,KIF18A,1,,1,,,,,,,,,,,
ADRM1_PSMB10,ADRM1,,,PSMB10,1,1,1,,,,,,,,,,,
CDC20_SOCS1,CDC20,1,,SOCS1,1,1,1,,,,,,,1,,,,
RAD51D_XRCC3,RAD51D,,,XRCC3,1,1,1,,1,,,,,1,,,,
MCM2_POLE4,MCM2,1,,POLE4,1,,1,,,1,,,,1,,,,
BYSL_HEATR1,BYSL,1,,HEATR1,1,,1,,,,,1,,1,,,,
HK2_TIGAR,HK2,,,TIGAR,,,1,1,1,1,1,1,,1,,,,
NUP160_PMF1-BGLAP,NUP160,,,PMF1-BGLAP,1,,1,,1,1,,1,,,1,,1,
SURF6_UTP11,SURF6,,,UTP11,1,,1,,,,,,,1,,,,
NT5C_TYMS,NT5C,1,,TYMS,,,1,,,1,,,,1,1,1,,1
CCNB2_NUP62,CCNB2,1,,NUP62,1,,1,1,,,,,,,,,,
GRWD1_NOP58,GRWD1,1,,NOP58,1,,1,,,,,,,1,,,,
CYCS_HSPB1,CYCS,,,HSPB1,,,1,1,1,,,,1,1,,,,1
CDC6_CLSPN,CDC6,1,,CLSPN,1,,1,1,,,,,,,,,,
SYT8_VAMP8,SYT8,,,VAMP8,,1,1,1,,,,,,1,,,,1
CDC25B_SFN,CDC25B,1,,SFN,1,1,1,1,,,,,,,,,,1
GFPT1_PPAT,GFPT1,,,PPAT,1,,1,,,,,,,,,,,
MAK16_RRP1B,MAK16,1,,RRP1B,1,,1,,,,1,,,,,,,
RPL18_RPL27A,RPL18,,1,RPL27A,,1,1,,,,,,,1,,,,
DCK_ENTPD3,DCK,,,ENTPD3,,,1,,,,,1,,,,,,
CUL7_LRR1,CUL7,1,,LRR1,1,,1,1,1,,,,,,,1,,
ACSS2_ALDH1B1,ACSS2,1,,ALDH1B1,1,,1,1,1,,,,,,,,,
RPL13_RPL22,RPL13,1,1,RPL22,,1,1,,,,,,,,,,,
SNRPA1_SRSF5,SNRPA1,,,SRSF5,,,1,,,,,,,,,,,
CDIPT_PIK3C2A,CDIPT,,,PIK3C2A,,,1,1,,,,,,,,,,
HLA-DPB1_TRIM21,HLA-DPB1,1,1,TRIM21,,,1,,,,1,1,,1,,,,1
PTGES3_PTGS1,PTGES3,1,,PTGS1,,1,1,1,,,,,,,,,1,1
CENPK_RAD21,CENPK,1,,RAD21,1,,1,,,,,,,,,,,1
TADA3_WDR5,TADA3,1,1,WDR5,1,1,1,1,1,,,,1,1,,,,
POLR2J_SF3B5,POLR2J,1,1,SF3B5,,,1,,1,,,,,,,,,
CBLB_LRSAM1,CBLB,1,,LRSAM1,,,1,,,,1,1,,,,,,
ASH2L_CTCF,ASH2L,,,CTCF,,,1,1,,,,,,,,,,
GNAO1_ITPR3,GNAO1,1,,ITPR3,,1,1,1,1,,,,,,,,,
RPL9_RPS15A,RPL9,,1,RPS15A,,1,1,,,,,,,1,,,,
CNTRL_TUBGCP4,CNTRL,1,,TUBGCP4,1,,1,,1,,,,,,,,,
BTRC_KMT2D,BTRC,,,KMT2D,,,1,,,,,,,,,,,1
NPM1_PLK2,NPM1,,,PLK2,,,1,1,1,,1,,,,,,,
CLUAP1_IFT88,CLUAP1,,,IFT88,1,,1,,,,,1,,,,,,
HNRNPF_RBFOX2,HNRNPF,1,,RBFOX2,,,1,1,,,,1,,,,,,
CRK_VAV2,CRK,1,1,VAV2,,,1,1,,1,1,,,1,1,,,
ZC3H8_ZNF143,ZC3H8,,,ZNF143,,,1,1,1,,1,,,1,1,,,1
RBCK1_SPSB2,RBCK1,1,,SPSB2,1,,1,,,,,,,,,,,
BUB1_NUF2,BUB1,,,NUF2,1,,1,1,1,,,,,,,,,
CLTA_EPN1,CLTA,,,EPN1,,1,1,,,,,,,,,,,
NCBP2_PRPF4,NCBP2,1,1,PRPF4,1,,1,,,,,,,,,,,
PWP2_XRN2,PWP2,1,1,XRN2,1,,1,,,,,,,,,,,
BCL9_TCF7,BCL9,,,TCF7,,,1,1,,,1,1,1,1,,1,1,1
CENPF_NUDC,CENPF,1,,NUDC,1,,1,,,,,,,,,,,
SNRNP200_SRSF3,SNRNP200,1,1,SRSF3,1,,1,,,1,,1,,1,,,,1
DHX9_SF3B3,DHX9,1,1,SF3B3,1,,1,1,1,,,,1,,,,,
ARF6_GNA15,ARF6,1,,GNA15,,1,1,1,1,1,,,,,,,,
DNAJA4_HSPA1B,DNAJA4,,1,HSPA1B,1,,1,1,,,1,,,,,,1,
H2AFX_OIP5,H2AFX,1,1,OIP5,,,1,,,,,,,,,,,
GLI3_PSMA5,GLI3,,,PSMA5,,,1,,1,1,,,,1,1,,1,
CEBPZ_ESF1,CEBPZ,1,,ESF1,1,,1,,,,,,,1,,1,,
DVL1_PSMB10,DVL1,1,,PSMB10,1,1,1,,,1,,,,,,,,
PHF5A_YBX1,PHF5A,1,,YBX1,1,1,1,,,,,,,,,,,
DDX39A_SRSF6,DDX39A,,,SRSF6,1,,1,1,1,,,,,,,,,
ERCC8_RFC3,ERCC8,1,,RFC3,1,,1,,,,,,,,,,,
COPS7B_ERCC2,COPS7B,,,ERCC2,1,1,1,,,,,,,,,,,
AGPAT5_LPCAT4,AGPAT5,1,,LPCAT4,,,1,,,1,1,1,,,,,,
PSMD1_PSMD13,PSMD1,1,1,PSMD13,,,1,,,,,,,1,,,1,
MRPL13_MRPL32,MRPL13,1,,MRPL32,1,,1,1,1,,,,,1,,,,
BYSL_RPS4Y1,BYSL,1,,RPS4Y1,1,1,1,,,,,1,,,,,,
HDAC9_YWHAH,HDAC9,1,,YWHAH,1,,1,1,,,,,,,,,,
DDX56_SDAD1,DDX56,1,1,SDAD1,1,,1,,,,,,,1,,,1,
IFT22_IFT88,IFT22,,,IFT88,1,,1,,,,,,,,,,,1
PRKCA_SDC4,PRKCA,1,1,SDC4,,,1,1,,,,1,,,,,,1
POLR2J_SNRPB,POLR2J,1,1,SNRPB,1,,1,1,1,,,,,,,,,1
PFKFB2_TIGAR,PFKFB2,,,TIGAR,,,1,1,,,,,,,,,,
CDKN1B_MCM2,CDKN1B,1,1,MCM2,1,,1,,,,,,,,,,,
CDC5L_HNRNPA1,CDC5L,,1,HNRNPA1,1,1,1,,1,1,,,,,,,,
RPS15A_UBA52,RPS15A,,1,UBA52,1,,1,,,,,,,,,,,
NIFK_NIP7,NIFK,1,,NIP7,1,,1,,,,,,1,1,,,1,1
MRPS6_RPS15,MRPS6,,,RPS15,1,1,1,1,,,,,,,,,,1
EXOSC5_NOP14,EXOSC5,1,,NOP14,1,,1,,,,,,,1,,,,
COQ2_PDSS1,COQ2,1,,PDSS1,,,1,,,,,,,,,,,
BRIX1_DDX28,BRIX1,1,,DDX28,,,1,1,,,,,,,,,,
HLCS_MCCC1,HLCS,,,MCCC1,,,1,1,,,,,1,,,,,1
MRPL13_MRPS30,MRPL13,1,,MRPS30,1,1,1,1,,,,,,1,,,,
CDK1_STMN1,CDK1,1,,STMN1,,,1,,1,,,,,,,,1,1
ACTR2_WASF1,ACTR2,,1,WASF1,1,,1,,,,,,,,,,,
ASB6_KLHL9,ASB6,1,,KLHL9,1,,1,1,,1,,1,,,,,,
EIF5B_RPS3,EIF5B,,,RPS3,1,1,1,,,,,,1,,,,,
FTSJ3_RRP12,FTSJ3,1,,RRP12,1,,1,,,,,,,,,,,
MAD2L2_POLE4,MAD2L2,1,,POLE4,1,,1,,,,,,,1,,,,1
KLHL25_LRSAM1,KLHL25,1,,LRSAM1,,,1,1,1,,,,,,,,,
CBLB_FBXL4,CBLB,1,,FBXL4,1,1,1,,,,1,1,,,,,,
DHX9_HNRNPL,DHX9,1,1,HNRNPL,1,,1,,,,,,,,,,,
EXOSC8_NIP7,EXOSC8,1,,NIP7,1,,1,,,,,,,,,,,
CHERP_PCBP2,CHERP,1,,PCBP2,1,1,1,,,,,,,,,,,
KIF20A_KIF2A,KIF20A,1,,KIF2A,1,,1,1,,,,,,,,,,
FBXW8_UBA1,FBXW8,1,1,UBA1,1,1,1,,,,,,,,,,,
E2F3_RB1,E2F3,1,,RB1,1,,1,1,,,,1,,,,,,
CSK_RAP1B,CSK,1,,RAP1B,1,,1,,,,,,,,,,,
EFTUD2_GCFC2,EFTUD2,1,,GCFC2,,1,1,,,,,,,,,,,
KHSRP_PARN,KHSRP,,,PARN,1,,1,1,,,,1,,,,1,,
POLA1_RFC3,POLA1,1,,RFC3,1,,1,,,,,1,,,,,,
EXOSC8_EXOSC9,EXOSC8,1,,EXOSC9,1,,1,,1,,,,,,,,,
CDK1_DLGAP5,CDK1,1,,DLGAP5,1,,1,,1,,,,,,1,1,,
ERCC1_ERCC8,ERCC1,1,,ERCC8,1,,1,1,,,,,,,,,,1
PYGB_PYGL,PYGB,,,PYGL,,,1,1,1,,,,,1,,1,,1
ITGA6_PRKCA,ITGA6,,,PRKCA,1,1,1,1,1,,,,,,,,,1
PRKCE_RHOA,PRKCE,1,,RHOA,,1,1,1,,,,,,,,,,1
CANX_HSPA5,CANX,,,HSPA5,1,,1,,,1,,1,,1,,,,
ROBO1_SLIT3,ROBO1,,1,SLIT3,,,1,1,,,,,,,,,,1
ITGB4_SDC1,ITGB4,1,,SDC1,,,1,1,,,1,1,,,,,,1
BUD23_NIP7,BUD23,,,NIP7,1,,1,1,,,,1,,1,,,,
LRP1_SDC1,LRP1,1,,SDC1,,,1,1,,,,,,,,,1,1
AGPAT5_GNPAT,AGPAT5,1,,GNPAT,,,1,,,,1,1,,,,,,
NOL11_RRP9,NOL11,1,,RRP9,1,1,1,1,,,,,,,,,,
ERCC1_ERCC2,ERCC1,1,,ERCC2,1,1,1,1,,,,,1,,,,,1
IMP4_XRN2,IMP4,1,,XRN2,1,,1,,,,,,,,,,,1
PTK2_ZYX,PTK2,1,,ZYX,1,1,1,1,,,,1,,,,,,
DGKA_PLCB3,DGKA,1,,PLCB3,,1,1,,,,,,,,,,,
RPL35A_RPL39,RPL35A,,1,RPL39,,1,1,,,,,,,,,,,
SNAPC4_TAF5,SNAPC4,1,,TAF5,1,,1,,,,,,,1,,,,
NEDD4L_UBE2E1,NEDD4L,1,1,UBE2E1,1,,1,,,1,1,,,1,,,1,1
LIG1_TCEA1,LIG1,1,,TCEA1,,,1,,,1,1,,,,,,,
GRPEL2_HSPD1,GRPEL2,1,1,HSPD1,1,,1,,,,,1,,,1,,,
KIF20A_KIFC1,KIF20A,1,,KIFC1,,,1,1,,,,,,,,,,
SMPD1_TRADD,SMPD1,,1,TRADD,,,1,,,,,1,1,1,1,1,,
ACSS2_HADHB,ACSS2,1,,HADHB,,,1,,,1,,,,1,,,,
HNRNPA1_POLR2L,HNRNPA1,1,1,POLR2L,1,1,1,,,,,,1,1,,1,,
UTP4_XRN2,UTP4,1,,XRN2,1,,1,1,,,,1,,1,,,1,1
AK2_NME7,AK2,,,NME7,1,,1,,,,,,,,,,,
BYSL_GRWD1,BYSL,1,,GRWD1,1,,1,1,,,,1,,,,,,
EEF1A1_RPS8,EEF1A1,1,1,RPS8,1,1,1,1,,,,,,,,,,
HNRNPU_SRSF3,HNRNPU,1,,SRSF3,1,,1,,,1,,,,1,,,,
RPL18A_RPL36AL,RPL18A,1,1,RPL36AL,,,1,,,,,,,,,,,1
EXOSC9_RPL4,EXOSC9,1,,RPL4,1,1,1,,1,,,,,,,1,,
SRSF3_USP39,SRSF3,1,,USP39,1,1,1,,,1,,1,,1,,,,
POLR2D_SNAPC2,POLR2D,1,1,SNAPC2,1,,1,,,,,,,,,,,
CBL_PIK3CD,CBL,1,,PIK3CD,1,1,1,,,,,,,1,,1,1,1
ALDH1A3_GSTP1,ALDH1A3,1,,GSTP1,,,1,1,1,1,1,1,,,,,,
FBXL4_SOCS1,FBXL4,1,1,SOCS1,1,1,1,1,,,,,,,,,,
PRKCA_YWHAG,PRKCA,1,1,YWHAG,1,,1,1,1,1,1,1,,1,,,,1
CDK19_PPARG,CDK19,,,PPARG,1,,1,1,,,,1,,,1,,,
ACTN4_PTK2,ACTN4,1,,PTK2,1,,1,,,,,,,,,,,
PCBP2_SNRNP40,PCBP2,1,1,SNRNP40,1,,1,,,,,,,1,,,,
CDC25A_CHEK1,CDC25A,1,,CHEK1,1,1,1,,,,,1,,,,,,
SLX4_XRCC3,SLX4,1,,XRCC3,1,1,1,,,,,,,1,,,,
CPSF4_FUS,CPSF4,1,,FUS,,,1,,1,,,,1,,,,,
ATF2_JDP2,ATF2,,,JDP2,,,1,,1,,,,,1,,,,
MYBBP1A_NOP2,MYBBP1A,1,,NOP2,1,,1,1,,,,,,,,,,
GNG2_GNG5,GNG2,1,1,GNG5,1,1,1,1,,1,,,,,,,1,1
GNG2_PTHLH,GNG2,1,1,PTHLH,1,,1,1,1,,,,,,,1,1,1
NSD2_UBE2N,NSD2,,,UBE2N,1,1,1,,,1,,,,,,,,
CANT1_NME7,CANT1,,,NME7,1,,1,,,,,,,,,,,
GDNF_GRB10,GDNF,1,,GRB10,,,1,1,1,,1,1,,1,,1,,1
EEF2_SNRNP40,EEF2,1,1,SNRNP40,1,,1,1,1,,,,,,,,,
CBLB_UBA1,CBLB,1,,UBA1,1,1,1,,,,1,1,,,,,,1
MNAT1_SSRP1,MNAT1,1,,SSRP1,,,1,,,,,,,,,,,
NUP205_SNUPN,NUP205,1,,SNUPN,1,,1,1,,,,,,,,,,
DDX56_WDR46,DDX56,1,1,WDR46,1,1,1,1,,,,,,,,,,
PAK2_PTK2,PAK2,1,,PTK2,1,,1,1,,1,,1,,,,,,
FZD2_FZD8,FZD2,1,,FZD8,,,1,1,1,,,1,,,,,,
RPS16_RRP36,RPS16,1,1,RRP36,1,,1,1,1,,,,,1,,,1,
KRI1_NAT10,KRI1,1,,NAT10,1,,1,,,,,,,1,,,,
DLGAP5_RRM2,DLGAP5,1,,RRM2,1,,1,1,,,,,,,1,,,
EIF4A3_PPP2R1A,EIF4A3,1,,PPP2R1A,,1,1,1,,,1,1,,,,,1,1
INCENP_NDC80,INCENP,1,,NDC80,1,,1,,,,,,,,,,,
RAD51D_XRCC2,RAD51D,,,XRCC2,1,,1,,1,,1,,,1,,,,
RPS9_UTP14A,RPS9,1,1,UTP14A,1,1,1,,,,,,,,,,1,
FPGS_TYMS,FPGS,,,TYMS,,,1,,,,,,,,1,1,,
CDK9_ELOA,CDK9,,,ELOA,1,,1,1,1,,1,1,1,1,,1,,1
GAS6_THBS1,GAS6,,,THBS1,1,,1,1,,1,,,,,,,,
HNRNPA1_USP39,HNRNPA1,1,1,USP39,1,1,1,,,,,,,,,,,
IRF6_SP100,IRF6,,,SP100,,,1,,,1,,,,,,,,
NOP58_RRP1B,NOP58,1,,RRP1B,1,,1,,,,,1,,,,,,
CCNB2_CDK1,CCNB2,1,,CDK1,1,,1,1,1,,,,,,1,1,,
MYBBP1A_NOL6,MYBBP1A,1,,NOL6,1,,1,1,,,,,,,,,,
EXOSC2_WDR36,EXOSC2,1,,WDR36,1,,1,,,,,,,,,,,
CUL7_FBXO22,CUL7,1,,FBXO22,,,1,1,1,,1,,,,,,,1
NOL11_RIOK2,NOL11,1,,RIOK2,,,1,,1,,,,,,,,,
BIRC5_CCNB2,BIRC5,1,,CCNB2,1,,1,1,,,,,,,,,,
NCAPD2_NCAPG,NCAPD2,1,,NCAPG,1,,1,1,,1,,1,,,,,,
SMC3_TOP2B,SMC3,,,TOP2B,1,,1,1,,,,,,,,,,
ASB1_RNF130,ASB1,1,1,RNF130,1,,1,,,1,,1,,,,,1,1
CSNK1D_TP53,CSNK1D,1,,TP53,1,1,1,1,1,,1,1,,1,,,,
ERCC6L_ITGB3BP,ERCC6L,1,,ITGB3BP,,,1,,,,,,,,,,,
CXCR1_LPAR3,CXCR1,1,1,LPAR3,,,1,1,1,1,,1,1,1,1,1,1,1
MCM2_ORC1,MCM2,1,,ORC1,1,,1,,,,,,,,,,,
MRPL11_RPL17,MRPL11,1,1,RPL17,,1,1,,,,,,,,,,,
ACSS2_ALDH3B2,ACSS2,1,,ALDH3B2,,,1,,,1,1,,,,,,,
HNRNPA1_SNRNP40,HNRNPA1,1,1,SNRNP40,1,,1,1,1,,1,,,,,,,
KIF14_KIF20A,KIF14,,,KIF20A,1,,1,,,,,,,,,,,
E2F4_SKP2,E2F4,1,,SKP2,1,1,1,,1,,1,1,,,,,,
NOC3L_POLR1A,NOC3L,1,,POLR1A,1,,1,,,,,,,,,,,
POLA2_RFC3,POLA2,1,,RFC3,1,,1,,,,,,,,,,,
DEGS2_GBA2,DEGS2,,1,GBA2,1,,1,1,1,,,,,1,,1,,
H2AFX_RING1,H2AFX,1,1,RING1,1,1,1,,,,,,,,,,,
COPG1_KDELR2,COPG1,,1,KDELR2,1,,1,,,,,,,1,,,1,1
CUL4A_INO80,CUL4A,,,INO80,,,1,1,,,,,,,,,,
FEN1_POLD4,FEN1,1,,POLD4,1,1,1,1,1,1,,,1,1,,,,
MTOR_PTGES3,MTOR,1,1,PTGES3,1,,1,1,,,,,,,,,,
THBS1_THSD4,THBS1,1,,THSD4,1,,1,1,,,,1,,,,,,
ARF4_CENPE,ARF4,1,1,CENPE,1,,1,1,,,,,,,,,1,1
NAA20_NAA35,NAA20,,,NAA35,,,1,1,,,,,,,,,,
CBLB_CDC27,CBLB,1,,CDC27,1,,1,,,,1,1,,,,,,
RPL13_RPL6,RPL13,1,1,RPL6,1,1,1,,,,,,,1,,,,
DIAPH2_PFN1,DIAPH2,1,,PFN1,,,1,1,1,,,,,,,,,
FN1_SERPINE1,FN1,,,SERPINE1,1,1,1,,1,,1,,,,,,,
HNRNPUL1_SRSF1,HNRNPUL1,1,,SRSF1,1,1,1,,,1,,,,,,,,
DDX5_SNRNP70,DDX5,1,,SNRNP70,1,1,1,1,1,,,1,,,,,,
EHMT1_HIST1H2BD,EHMT1,,1,HIST1H2BD,1,,1,1,,1,,,1,1,1,1,,1
CDC25B_YWHAQ,CDC25B,1,,YWHAQ,,,1,,,,,,,,,,,1
CBLB_UBE2C,CBLB,1,,UBE2C,1,1,1,,,,1,1,,,,1,,
EIF2S3_EIF4B,EIF2S3,,,EIF4B,1,,1,1,1,,1,,,,,1,,
MRPL10_MRPL49,MRPL10,,1,MRPL49,1,1,1,1,1,,,,,,,1,,
AGL_PYGL,AGL,,,PYGL,,,1,1,,,,,,,,,,1
PKMYT1_STEAP3,PKMYT1,1,,STEAP3,,,1,1,,,,,,,,,,
TLR3_TRAF3,TLR3,1,,TRAF3,,,1,1,1,,1,,,,,,,
CARM1_CHD9,CARM1,,,CHD9,,,1,1,,,1,,,1,,,,
CCNB2_SFN,CCNB2,1,,SFN,1,1,1,1,1,,,,,,,,,
KIF11_KIF20A,KIF11,,,KIF20A,1,,1,,,,,,,,,,,1
CCND1_SKP2,CCND1,1,,SKP2,1,1,1,,,,,,,,,,1,1
NBN_RNF4,NBN,1,,RNF4,,1,1,,,,1,,,,,,,1
DLGAP5_KIF20A,DLGAP5,1,,KIF20A,1,,1,1,,,,,,,,,,
ARHGEF28_ROCK2,ARHGEF28,,,ROCK2,,,1,,,,,,,,,,,
RNF126_UBE2J1,RNF126,,,UBE2J1,,,1,,,,,1,1,1,1,,,
DHX37_NOP58,DHX37,1,,NOP58,1,,1,,,,,,,,,,,
MRPL3_MRPL49,MRPL3,1,,MRPL49,1,1,1,1,1,,,,,,,,,
KIF18A_MIS12,KIF18A,1,,MIS12,,,1,,,1,,,,,,,,
ASB1_RBCK1,ASB1,1,1,RBCK1,1,,1,,,1,,,,1,,,,1
KLHL25_SPSB2,KLHL25,1,,SPSB2,1,,1,,,,,,,1,,1,,
CCNB2_NUP35,CCNB2,1,,NUP35,1,1,1,1,,,,,,,,,,
CBL_EGFR,CBL,1,,EGFR,1,,1,1,,1,1,,1,,,1,,1
GEN1_XRCC3,GEN1,,,XRCC3,1,1,1,,,,,,,,,,,
MRPS14_MRTO4,MRPS14,,,MRTO4,1,1,1,,,,,,1,,,,,
RPS6KA1_RPTOR,RPS6KA1,,,RPTOR,1,,1,1,,,,,,,,,,
CSTF2_PRPF4,CSTF2,1,1,PRPF4,1,,1,1,1,,,,,,,,,
ALYREF_HNRNPD,ALYREF,1,1,HNRNPD,1,1,1,,,,,,,1,,,,
NUP35_SRSF3,NUP35,1,1,SRSF3,1,,1,,,,,,,1,,,,1
ASB6_FBXL14,ASB6,1,,FBXL14,1,1,1,,,,,1,,,,,,
RAD21_SMC3,RAD21,1,,SMC3,,,1,1,,,,,,,,,,
RPP40_TSR1,RPP40,1,,TSR1,1,,1,1,,,,,,,,,,
GRB2_PELP1,GRB2,1,1,PELP1,1,1,1,,,,,,,1,,1,,1
ITGB1_LAMC1,ITGB1,,1,LAMC1,1,,1,,,,,1,,,,,1,
IGF1R_PXN,IGF1R,1,1,PXN,1,,1,1,,,,1,,,,,,
HLA-DPB1_OASL,HLA-DPB1,1,1,OASL,,1,1,,,,,,1,1,1,1,1,1
PHC2_RING1,PHC2,,,RING1,1,1,1,1,,,,,,,,,,
CTSZ_SAR1B,CTSZ,,1,SAR1B,1,1,1,,,,,,,1,1,,1,1
MRPL32_MRPS35,MRPL32,1,,MRPS35,1,,1,,,,,,,,,,,
FEN1_POLE4,FEN1,1,,POLE4,1,,1,,,,,,,,,,,
CBLB_RNF4,CBLB,1,,RNF4,,1,1,,,,1,1,,,,,,
RFC5_SMARCAL1,RFC5,1,,SMARCAL1,1,,1,1,,,,,,,,,,
MRTO4_RPF2,MRTO4,1,1,RPF2,1,,1,1,1,,,,,,,,,
PRC1_TOP2A,PRC1,,,TOP2A,1,,1,,,,,1,,,,,,1
HNRNPK_HNRNPL,HNRNPK,1,,HNRNPL,1,,1,,,,,,,,,,,
EFNB2_SRC,EFNB2,,,SRC,1,1,1,,,,,,,,,,,
NDUFAB1_NDUFS7,NDUFAB1,1,,NDUFS7,1,1,1,,,,,1,,,,1,,
MRPL13_MRTO4,MRPL13,1,,MRTO4,1,1,1,1,,,,,,,,,,
DPYSL3_UMPS,DPYSL3,,,UMPS,1,,1,1,,,1,,,,1,,,
DNAJC8_PQBP1,DNAJC8,1,1,PQBP1,1,1,1,,,,,,,,,,,1
MYD88_TLR3,MYD88,1,,TLR3,1,,1,1,1,,1,,,,,,,
PRKCA_SPHK1,PRKCA,1,1,SPHK1,1,1,1,1,1,,,1,,1,,1,,1
FEN1_NBN,FEN1,1,,NBN,1,,1,1,1,,,,,,,1,,
RRP7A_UTP3,RRP7A,1,1,UTP3,1,1,1,1,,,,1,,1,,1,,
RPL10A_RPL24,RPL10A,1,1,RPL24,,,1,,,,,,,,,,,
